CaseStudy_ID,Question_ID,Answer,Sample_ID,Model_name,Model_return,Info_check,Report_name,Repeat_number,Authors,Google Folder,Data,Task Category
Kidney_pathway_1,1,B,Kidney_pathway_1A,o1-2024-12-17,B,Yes,Kidney_pathway_1A.gpt-5.6-sol.txt,4,DK,Pathway,Kidney,Descriptive - information retrival
Kidney_pathway_1,1,B,Kidney_pathway_1A,gpt-5.6-sol,B,Yes,Kidney_pathway_1A.gpt-5.6-sol.txt,4,DK,Pathway,Kidney,Descriptive - information retrival
Kidney_pathway_1,1,B,Kidney_pathway_1A,gemini-3.6-flash,B,B,Kidney_pathway_1A.gpt-5.6-sol.txt,4,DK,Pathway,Kidney,Descriptive - information retrival
Kidney_pathway_1,1,B,Kidney_pathway_1A,claude-opus-5,B,Yes,Kidney_pathway_1A.gpt-5.6-sol.txt,4,DK,Pathway,Kidney,Descriptive - information retrival
Kidney_pathway_1,1,B,Kidney_pathway_1A,o1-2024-12-17,B,Yes,Kidney_pathway_1A.gemini-3.6-flash.txt,4,DK,Pathway,Kidney,Descriptive - information retrival
Kidney_pathway_1,1,B,Kidney_pathway_1A,gpt-5.6-sol,B,Yes,Kidney_pathway_1A.gemini-3.6-flash.txt,4,DK,Pathway,Kidney,Descriptive - information retrival
Kidney_pathway_1,1,B,Kidney_pathway_1A,gemini-3.6-flash,B,Yes,Kidney_pathway_1A.gemini-3.6-flash.txt,4,DK,Pathway,Kidney,Descriptive - information retrival
Kidney_pathway_1,1,B,Kidney_pathway_1A,claude-opus-5,B,Yes,Kidney_pathway_1A.gemini-3.6-flash.txt,4,DK,Pathway,Kidney,Descriptive - information retrival
Kidney_pathway_1,1,B,Kidney_pathway_1A,o1-2024-12-17,B,Yes,Kidney_pathway_1A.claude-opus-5.txt,4,DK,Pathway,Kidney,Descriptive - information retrival
Kidney_pathway_1,1,B,Kidney_pathway_1A,gpt-5.6-sol,B,Yes,Kidney_pathway_1A.claude-opus-5.txt,4,DK,Pathway,Kidney,Descriptive - information retrival
Kidney_pathway_1,1,B,Kidney_pathway_1A,gemini-3.6-flash,B,Yes,Kidney_pathway_1A.claude-opus-5.txt,4,DK,Pathway,Kidney,Descriptive - information retrival
Kidney_pathway_1,1,B,Kidney_pathway_1A,claude-opus-5,B,Yes,Kidney_pathway_1A.claude-opus-5.txt,4,DK,Pathway,Kidney,Descriptive - information retrival
Kidney_pathway_1,2,B,Kidney_pathway_1B,o1-2024-12-17,E,No,Kidney_pathway_1B.o1-2024-12-17.txt,0,DK,Pathway,Kidney,Descriptive - information retrival
Kidney_pathway_1,2,B,Kidney_pathway_1B,gpt-5.6-sol,B,No,Kidney_pathway_1B.o1-2024-12-17.txt,0,DK,Pathway,Kidney,Descriptive - information retrival
Kidney_pathway_1,2,B,Kidney_pathway_1B,gemini-3.6-flash,B,No,Kidney_pathway_1B.o1-2024-12-17.txt,0,DK,Pathway,Kidney,Descriptive - information retrival
Kidney_pathway_1,2,B,Kidney_pathway_1B,claude-opus-5,B,No,Kidney_pathway_1B.o1-2024-12-17.txt,0,DK,Pathway,Kidney,Descriptive - information retrival
Kidney_pathway_1,2,B,Kidney_pathway_1B,o1-2024-12-17,E,No,Kidney_pathway_1B.gpt-5.6-sol.txt,0,DK,Pathway,Kidney,Descriptive - information retrival
Kidney_pathway_1,2,B,Kidney_pathway_1B,gpt-5.6-sol,E,No,Kidney_pathway_1B.gpt-5.6-sol.txt,0,DK,Pathway,Kidney,Descriptive - information retrival
Kidney_pathway_1,2,B,Kidney_pathway_1B,gemini-3.6-flash,E,No,Kidney_pathway_1B.gpt-5.6-sol.txt,0,DK,Pathway,Kidney,Descriptive - information retrival
Kidney_pathway_1,2,B,Kidney_pathway_1B,claude-opus-5,B,No,Kidney_pathway_1B.gpt-5.6-sol.txt,0,DK,Pathway,Kidney,Descriptive - information retrival
Kidney_pathway_1,2,B,Kidney_pathway_1B,o1-2024-12-17,E,Yes,Kidney_pathway_1B.gemini-3.6-flash.txt,0,DK,Pathway,Kidney,Descriptive - information retrival
Kidney_pathway_1,2,B,Kidney_pathway_1B,gpt-5.6-sol,A,No,Kidney_pathway_1B.gemini-3.6-flash.txt,0,DK,Pathway,Kidney,Descriptive - information retrival
Kidney_pathway_1,2,B,Kidney_pathway_1B,gemini-3.6-flash,B,No,Kidney_pathway_1B.gemini-3.6-flash.txt,0,DK,Pathway,Kidney,Descriptive - information retrival
Kidney_pathway_1,2,B,Kidney_pathway_1B,claude-opus-5,B,Yes,Kidney_pathway_1B.gemini-3.6-flash.txt,0,DK,Pathway,Kidney,Descriptive - information retrival
Kidney_pathway_1,2,B,Kidney_pathway_1B,o1-2024-12-17,E,No,Kidney_pathway_1B.claude-opus-5.txt,0,DK,Pathway,Kidney,Descriptive - information retrival
Kidney_pathway_1,2,B,Kidney_pathway_1B,gpt-5.6-sol,E,No,Kidney_pathway_1B.claude-opus-5.txt,0,DK,Pathway,Kidney,Descriptive - information retrival
Kidney_pathway_1,2,B,Kidney_pathway_1B,gemini-3.6-flash,E,No,Kidney_pathway_1B.claude-opus-5.txt,0,DK,Pathway,Kidney,Descriptive - information retrival
Kidney_pathway_1,2,B,Kidney_pathway_1B,claude-opus-5,B,No,Kidney_pathway_1B.claude-opus-5.txt,0,DK,Pathway,Kidney,Descriptive - information retrival
Kidney_pathway_1,2,B,Kidney_pathway_1B,o1-2024-12-17,E,No,Kidney_pathway_1B.o1-2024-12-17.txt,1,DK,Pathway,Kidney,Descriptive - information retrival
Kidney_pathway_1,2,B,Kidney_pathway_1B,gpt-5.6-sol,B,No,Kidney_pathway_1B.o1-2024-12-17.txt,1,DK,Pathway,Kidney,Descriptive - information retrival
Kidney_pathway_1,2,B,Kidney_pathway_1B,gemini-3.6-flash,B,No,Kidney_pathway_1B.o1-2024-12-17.txt,1,DK,Pathway,Kidney,Descriptive - information retrival
Kidney_pathway_1,2,B,Kidney_pathway_1B,claude-opus-5,B,No,Kidney_pathway_1B.o1-2024-12-17.txt,1,DK,Pathway,Kidney,Descriptive - information retrival
Kidney_pathway_1,2,B,Kidney_pathway_1B,o1-2024-12-17,E,No,Kidney_pathway_1B.gpt-5.6-sol.txt,1,DK,Pathway,Kidney,Descriptive - information retrival
Kidney_pathway_1,2,B,Kidney_pathway_1B,gpt-5.6-sol,E,No,Kidney_pathway_1B.gpt-5.6-sol.txt,1,DK,Pathway,Kidney,Descriptive - information retrival
Kidney_pathway_1,2,B,Kidney_pathway_1B,gemini-3.6-flash,E,No,Kidney_pathway_1B.gpt-5.6-sol.txt,1,DK,Pathway,Kidney,Descriptive - information retrival
Kidney_pathway_1,2,B,Kidney_pathway_1B,claude-opus-5,B,No,Kidney_pathway_1B.gpt-5.6-sol.txt,1,DK,Pathway,Kidney,Descriptive - information retrival
Kidney_pathway_1,2,B,Kidney_pathway_1B,o1-2024-12-17,E,Yes,Kidney_pathway_1B.gemini-3.6-flash.txt,1,DK,Pathway,Kidney,Descriptive - information retrival
Kidney_pathway_1,2,B,Kidney_pathway_1B,gpt-5.6-sol,A,No,Kidney_pathway_1B.gemini-3.6-flash.txt,1,DK,Pathway,Kidney,Descriptive - information retrival
Kidney_pathway_1,2,B,Kidney_pathway_1B,gemini-3.6-flash,B,No,Kidney_pathway_1B.gemini-3.6-flash.txt,1,DK,Pathway,Kidney,Descriptive - information retrival
Kidney_pathway_1,2,B,Kidney_pathway_1B,claude-opus-5,B,No,Kidney_pathway_1B.gemini-3.6-flash.txt,1,DK,Pathway,Kidney,Descriptive - information retrival
Kidney_pathway_1,2,B,Kidney_pathway_1B,o1-2024-12-17,E,No,Kidney_pathway_1B.claude-opus-5.txt,1,DK,Pathway,Kidney,Descriptive - information retrival
Kidney_pathway_1,2,B,Kidney_pathway_1B,gpt-5.6-sol,B,No,Kidney_pathway_1B.claude-opus-5.txt,1,DK,Pathway,Kidney,Descriptive - information retrival
Kidney_pathway_1,2,B,Kidney_pathway_1B,gemini-3.6-flash,E,No,Kidney_pathway_1B.claude-opus-5.txt,1,DK,Pathway,Kidney,Descriptive - information retrival
Kidney_pathway_1,2,B,Kidney_pathway_1B,claude-opus-5,B,No,Kidney_pathway_1B.claude-opus-5.txt,1,DK,Pathway,Kidney,Descriptive - information retrival
Kidney_pathway_1,2,B,Kidney_pathway_1B,o1-2024-12-17,E,No,Kidney_pathway_1B.o1-2024-12-17.txt,2,DK,Pathway,Kidney,Descriptive - information retrival
Kidney_pathway_1,2,B,Kidney_pathway_1B,gpt-5.6-sol,B,No,Kidney_pathway_1B.o1-2024-12-17.txt,2,DK,Pathway,Kidney,Descriptive - information retrival
Kidney_pathway_1,2,B,Kidney_pathway_1B,gemini-3.6-flash,B,No,Kidney_pathway_1B.o1-2024-12-17.txt,2,DK,Pathway,Kidney,Descriptive - information retrival
Kidney_pathway_1,2,B,Kidney_pathway_1B,claude-opus-5,B,No,Kidney_pathway_1B.o1-2024-12-17.txt,2,DK,Pathway,Kidney,Descriptive - information retrival
Kidney_pathway_1,2,B,Kidney_pathway_1B,o1-2024-12-17,E,No,Kidney_pathway_1B.gpt-5.6-sol.txt,2,DK,Pathway,Kidney,Descriptive - information retrival
Kidney_pathway_1,2,B,Kidney_pathway_1B,gpt-5.6-sol,E,No,Kidney_pathway_1B.gpt-5.6-sol.txt,2,DK,Pathway,Kidney,Descriptive - information retrival
Kidney_pathway_1,2,B,Kidney_pathway_1B,gemini-3.6-flash,E,No,Kidney_pathway_1B.gpt-5.6-sol.txt,2,DK,Pathway,Kidney,Descriptive - information retrival
Kidney_pathway_1,2,B,Kidney_pathway_1B,claude-opus-5,B,No,Kidney_pathway_1B.gpt-5.6-sol.txt,2,DK,Pathway,Kidney,Descriptive - information retrival
Kidney_pathway_1,2,B,Kidney_pathway_1B,o1-2024-12-17,E,Yes,Kidney_pathway_1B.gemini-3.6-flash.txt,2,DK,Pathway,Kidney,Descriptive - information retrival
Kidney_pathway_1,2,B,Kidney_pathway_1B,gpt-5.6-sol,B,No,Kidney_pathway_1B.gemini-3.6-flash.txt,2,DK,Pathway,Kidney,Descriptive - information retrival
Kidney_pathway_1,2,B,Kidney_pathway_1B,gemini-3.6-flash,B,No,Kidney_pathway_1B.gemini-3.6-flash.txt,2,DK,Pathway,Kidney,Descriptive - information retrival
Kidney_pathway_1,2,B,Kidney_pathway_1B,claude-opus-5,B,No,Kidney_pathway_1B.gemini-3.6-flash.txt,2,DK,Pathway,Kidney,Descriptive - information retrival
Kidney_pathway_1,2,B,Kidney_pathway_1B,o1-2024-12-17,E,No,Kidney_pathway_1B.claude-opus-5.txt,2,DK,Pathway,Kidney,Descriptive - information retrival
Kidney_pathway_1,2,B,Kidney_pathway_1B,gpt-5.6-sol,E,No,Kidney_pathway_1B.claude-opus-5.txt,2,DK,Pathway,Kidney,Descriptive - information retrival
Kidney_pathway_1,2,B,Kidney_pathway_1B,gemini-3.6-flash,E,No,Kidney_pathway_1B.claude-opus-5.txt,2,DK,Pathway,Kidney,Descriptive - information retrival
Kidney_pathway_1,2,B,Kidney_pathway_1B,claude-opus-5,B,No,Kidney_pathway_1B.claude-opus-5.txt,2,DK,Pathway,Kidney,Descriptive - information retrival
Kidney_pathway_1,2,B,Kidney_pathway_1B,o1-2024-12-17,E,No,Kidney_pathway_1B.o1-2024-12-17.txt,3,DK,Pathway,Kidney,Descriptive - information retrival
Kidney_pathway_1,2,B,Kidney_pathway_1B,gpt-5.6-sol,B,No,Kidney_pathway_1B.o1-2024-12-17.txt,3,DK,Pathway,Kidney,Descriptive - information retrival
Kidney_pathway_1,2,B,Kidney_pathway_1B,gemini-3.6-flash,B,No,Kidney_pathway_1B.o1-2024-12-17.txt,3,DK,Pathway,Kidney,Descriptive - information retrival
Kidney_pathway_1,2,B,Kidney_pathway_1B,claude-opus-5,B,No,Kidney_pathway_1B.o1-2024-12-17.txt,3,DK,Pathway,Kidney,Descriptive - information retrival
Kidney_pathway_1,2,B,Kidney_pathway_1B,o1-2024-12-17,E,No,Kidney_pathway_1B.gpt-5.6-sol.txt,3,DK,Pathway,Kidney,Descriptive - information retrival
Kidney_pathway_1,2,B,Kidney_pathway_1B,gpt-5.6-sol,E,No,Kidney_pathway_1B.gpt-5.6-sol.txt,3,DK,Pathway,Kidney,Descriptive - information retrival
Kidney_pathway_1,2,B,Kidney_pathway_1B,gemini-3.6-flash,E,No,Kidney_pathway_1B.gpt-5.6-sol.txt,3,DK,Pathway,Kidney,Descriptive - information retrival
Kidney_pathway_1,2,B,Kidney_pathway_1B,claude-opus-5,B,No,Kidney_pathway_1B.gpt-5.6-sol.txt,3,DK,Pathway,Kidney,Descriptive - information retrival
Kidney_pathway_1,2,B,Kidney_pathway_1B,o1-2024-12-17,E,Yes,Kidney_pathway_1B.gemini-3.6-flash.txt,3,DK,Pathway,Kidney,Descriptive - information retrival
Kidney_pathway_1,2,B,Kidney_pathway_1B,gpt-5.6-sol,A,No,Kidney_pathway_1B.gemini-3.6-flash.txt,3,DK,Pathway,Kidney,Descriptive - information retrival
Kidney_pathway_1,2,B,Kidney_pathway_1B,gemini-3.6-flash,B,Yes,Kidney_pathway_1B.gemini-3.6-flash.txt,3,DK,Pathway,Kidney,Descriptive - information retrival
Kidney_pathway_1,2,B,Kidney_pathway_1B,claude-opus-5,B,No,Kidney_pathway_1B.gemini-3.6-flash.txt,3,DK,Pathway,Kidney,Descriptive - information retrival
Kidney_pathway_1,2,B,Kidney_pathway_1B,o1-2024-12-17,E,No,Kidney_pathway_1B.claude-opus-5.txt,3,DK,Pathway,Kidney,Descriptive - information retrival
Kidney_pathway_1,2,B,Kidney_pathway_1B,gpt-5.6-sol,E,No,Kidney_pathway_1B.claude-opus-5.txt,3,DK,Pathway,Kidney,Descriptive - information retrival
Kidney_pathway_1,2,B,Kidney_pathway_1B,gemini-3.6-flash,E,No,Kidney_pathway_1B.claude-opus-5.txt,3,DK,Pathway,Kidney,Descriptive - information retrival
Kidney_pathway_1,2,B,Kidney_pathway_1B,claude-opus-5,B,No,Kidney_pathway_1B.claude-opus-5.txt,3,DK,Pathway,Kidney,Descriptive - information retrival
Kidney_pathway_1,2,B,Kidney_pathway_1B,o1-2024-12-17,E,No,Kidney_pathway_1B.o1-2024-12-17.txt,4,DK,Pathway,Kidney,Descriptive - information retrival
Kidney_pathway_1,2,B,Kidney_pathway_1B,gpt-5.6-sol,B,No,Kidney_pathway_1B.o1-2024-12-17.txt,4,DK,Pathway,Kidney,Descriptive - information retrival
Kidney_pathway_1,2,B,Kidney_pathway_1B,gemini-3.6-flash,B,No,Kidney_pathway_1B.o1-2024-12-17.txt,4,DK,Pathway,Kidney,Descriptive - information retrival
Kidney_pathway_1,2,B,Kidney_pathway_1B,claude-opus-5,B,No,Kidney_pathway_1B.o1-2024-12-17.txt,4,DK,Pathway,Kidney,Descriptive - information retrival
Kidney_pathway_1,2,B,Kidney_pathway_1B,o1-2024-12-17,E,No,Kidney_pathway_1B.gpt-5.6-sol.txt,4,DK,Pathway,Kidney,Descriptive - information retrival
Kidney_pathway_1,2,B,Kidney_pathway_1B,gpt-5.6-sol,E,No,Kidney_pathway_1B.gpt-5.6-sol.txt,4,DK,Pathway,Kidney,Descriptive - information retrival
Kidney_pathway_1,2,B,Kidney_pathway_1B,gemini-3.6-flash,E,No,Kidney_pathway_1B.gpt-5.6-sol.txt,4,DK,Pathway,Kidney,Descriptive - information retrival
Kidney_pathway_1,2,B,Kidney_pathway_1B,claude-opus-5,B,No,Kidney_pathway_1B.gpt-5.6-sol.txt,4,DK,Pathway,Kidney,Descriptive - information retrival
Kidney_pathway_1,2,B,Kidney_pathway_1B,o1-2024-12-17,E,Yes,Kidney_pathway_1B.gemini-3.6-flash.txt,4,DK,Pathway,Kidney,Descriptive - information retrival
Kidney_pathway_1,2,B,Kidney_pathway_1B,gpt-5.6-sol,B,No,Kidney_pathway_1B.gemini-3.6-flash.txt,4,DK,Pathway,Kidney,Descriptive - information retrival
Kidney_pathway_1,2,B,Kidney_pathway_1B,gemini-3.6-flash,B,No,Kidney_pathway_1B.gemini-3.6-flash.txt,4,DK,Pathway,Kidney,Descriptive - information retrival
Kidney_pathway_1,2,B,Kidney_pathway_1B,claude-opus-5,B,No,Kidney_pathway_1B.gemini-3.6-flash.txt,4,DK,Pathway,Kidney,Descriptive - information retrival
Kidney_pathway_1,2,B,Kidney_pathway_1B,o1-2024-12-17,E,No,Kidney_pathway_1B.claude-opus-5.txt,4,DK,Pathway,Kidney,Descriptive - information retrival
Kidney_pathway_1,2,B,Kidney_pathway_1B,gpt-5.6-sol,B,No,Kidney_pathway_1B.claude-opus-5.txt,4,DK,Pathway,Kidney,Descriptive - information retrival
Kidney_pathway_1,2,B,Kidney_pathway_1B,gemini-3.6-flash,E,No,Kidney_pathway_1B.claude-opus-5.txt,4,DK,Pathway,Kidney,Descriptive - information retrival
Kidney_pathway_1,2,B,Kidney_pathway_1B,claude-opus-5,B,No,Kidney_pathway_1B.claude-opus-5.txt,4,DK,Pathway,Kidney,Descriptive - information retrival
Kidney_pathway_1,2,B,Kidney_pathway_1A,o1-2024-12-17,E,No,Kidney_pathway_1A.o1-2024-12-17.txt,0,DK,Pathway,Kidney,Descriptive - information retrival
Kidney_pathway_1,2,B,Kidney_pathway_1A,gpt-5.6-sol,E,No,Kidney_pathway_1A.o1-2024-12-17.txt,0,DK,Pathway,Kidney,Descriptive - information retrival
Kidney_pathway_1,2,B,Kidney_pathway_1A,gemini-3.6-flash,B,No,Kidney_pathway_1A.o1-2024-12-17.txt,0,DK,Pathway,Kidney,Descriptive - information retrival
Kidney_pathway_1,2,B,Kidney_pathway_1A,claude-opus-5,B,No,Kidney_pathway_1A.o1-2024-12-17.txt,0,DK,Pathway,Kidney,Descriptive - information retrival
Kidney_pathway_1,2,B,Kidney_pathway_1A,o1-2024-12-17,A,No,Kidney_pathway_1A.gpt-5.6-sol.txt,0,DK,Pathway,Kidney,Descriptive - information retrival
Kidney_pathway_1,2,B,Kidney_pathway_1A,gpt-5.6-sol,A,No,Kidney_pathway_1A.gpt-5.6-sol.txt,0,DK,Pathway,Kidney,Descriptive - information retrival
Kidney_pathway_1,2,B,Kidney_pathway_1A,gemini-3.6-flash,E,Yes,Kidney_pathway_1A.gpt-5.6-sol.txt,0,DK,Pathway,Kidney,Descriptive - information retrival
Kidney_pathway_1,2,B,Kidney_pathway_1A,claude-opus-5,A,Yes,Kidney_pathway_1A.gpt-5.6-sol.txt,0,DK,Pathway,Kidney,Descriptive - information retrival
Kidney_pathway_1,2,B,Kidney_pathway_1A,o1-2024-12-17,E,No,Kidney_pathway_1A.gemini-3.6-flash.txt,0,DK,Pathway,Kidney,Descriptive - information retrival
Kidney_pathway_1,2,B,Kidney_pathway_1A,gpt-5.6-sol,B,No,Kidney_pathway_1A.gemini-3.6-flash.txt,0,DK,Pathway,Kidney,Descriptive - information retrival
Kidney_pathway_1,2,B,Kidney_pathway_1A,gemini-3.6-flash,E,No,Kidney_pathway_1A.gemini-3.6-flash.txt,0,DK,Pathway,Kidney,Descriptive - information retrival
Kidney_pathway_1,2,B,Kidney_pathway_1A,claude-opus-5,B,Yes,Kidney_pathway_1A.gemini-3.6-flash.txt,0,DK,Pathway,Kidney,Descriptive - information retrival
Kidney_pathway_1,2,B,Kidney_pathway_1A,o1-2024-12-17,E,No,Kidney_pathway_1A.claude-opus-5.txt,0,DK,Pathway,Kidney,Descriptive - information retrival
Kidney_pathway_1,2,B,Kidney_pathway_1A,gpt-5.6-sol,B,No,Kidney_pathway_1A.claude-opus-5.txt,0,DK,Pathway,Kidney,Descriptive - information retrival
Kidney_pathway_1,2,B,Kidney_pathway_1A,gemini-3.6-flash,E,Yes,Kidney_pathway_1A.claude-opus-5.txt,0,DK,Pathway,Kidney,Descriptive - information retrival
Kidney_pathway_1,2,B,Kidney_pathway_1A,claude-opus-5,A,Yes,Kidney_pathway_1A.claude-opus-5.txt,0,DK,Pathway,Kidney,Descriptive - information retrival
Kidney_pathway_1,2,B,Kidney_pathway_1A,o1-2024-12-17,E,No,Kidney_pathway_1A.o1-2024-12-17.txt,1,DK,Pathway,Kidney,Descriptive - information retrival
Kidney_pathway_1,2,B,Kidney_pathway_1A,gpt-5.6-sol,B,No,Kidney_pathway_1A.o1-2024-12-17.txt,1,DK,Pathway,Kidney,Descriptive - information retrival
Kidney_pathway_1,2,B,Kidney_pathway_1A,gemini-3.6-flash,B,No,Kidney_pathway_1A.o1-2024-12-17.txt,1,DK,Pathway,Kidney,Descriptive - information retrival
Kidney_pathway_1,2,B,Kidney_pathway_1A,claude-opus-5,B,No,Kidney_pathway_1A.o1-2024-12-17.txt,1,DK,Pathway,Kidney,Descriptive - information retrival
Kidney_pathway_1,2,B,Kidney_pathway_1A,o1-2024-12-17,A,Yes,Kidney_pathway_1A.gpt-5.6-sol.txt,1,DK,Pathway,Kidney,Descriptive - information retrival
Kidney_pathway_1,2,B,Kidney_pathway_1A,gpt-5.6-sol,A,No,Kidney_pathway_1A.gpt-5.6-sol.txt,1,DK,Pathway,Kidney,Descriptive - information retrival
Kidney_pathway_1,2,B,Kidney_pathway_1A,gemini-3.6-flash,E,No,Kidney_pathway_1A.gpt-5.6-sol.txt,1,DK,Pathway,Kidney,Descriptive - information retrival
Kidney_pathway_1,2,B,Kidney_pathway_1A,claude-opus-5,A,Yes,Kidney_pathway_1A.gpt-5.6-sol.txt,1,DK,Pathway,Kidney,Descriptive - information retrival
Kidney_pathway_1,2,B,Kidney_pathway_1A,o1-2024-12-17,E,Yes,Kidney_pathway_1A.gemini-3.6-flash.txt,1,DK,Pathway,Kidney,Descriptive - information retrival
Kidney_pathway_1,2,B,Kidney_pathway_1A,gpt-5.6-sol,B,No,Kidney_pathway_1A.gemini-3.6-flash.txt,1,DK,Pathway,Kidney,Descriptive - information retrival
Kidney_pathway_1,2,B,Kidney_pathway_1A,gemini-3.6-flash,B,No,Kidney_pathway_1A.gemini-3.6-flash.txt,1,DK,Pathway,Kidney,Descriptive - information retrival
Kidney_pathway_1,2,B,Kidney_pathway_1A,claude-opus-5,B,Yes,Kidney_pathway_1A.gemini-3.6-flash.txt,1,DK,Pathway,Kidney,Descriptive - information retrival
Kidney_pathway_1,2,B,Kidney_pathway_1A,o1-2024-12-17,E,No,Kidney_pathway_1A.claude-opus-5.txt,1,DK,Pathway,Kidney,Descriptive - information retrival
Kidney_pathway_1,2,B,Kidney_pathway_1A,gpt-5.6-sol,B,No,Kidney_pathway_1A.claude-opus-5.txt,1,DK,Pathway,Kidney,Descriptive - information retrival
Kidney_pathway_1,2,B,Kidney_pathway_1A,gemini-3.6-flash,E,Yes,Kidney_pathway_1A.claude-opus-5.txt,1,DK,Pathway,Kidney,Descriptive - information retrival
Kidney_pathway_1,2,B,Kidney_pathway_1A,claude-opus-5,A,Yes,Kidney_pathway_1A.claude-opus-5.txt,1,DK,Pathway,Kidney,Descriptive - information retrival
Kidney_pathway_1,2,B,Kidney_pathway_1A,o1-2024-12-17,E,No,Kidney_pathway_1A.o1-2024-12-17.txt,2,DK,Pathway,Kidney,Descriptive - information retrival
Kidney_pathway_1,2,B,Kidney_pathway_1A,gpt-5.6-sol,E,No,Kidney_pathway_1A.o1-2024-12-17.txt,2,DK,Pathway,Kidney,Descriptive - information retrival
Kidney_pathway_1,2,B,Kidney_pathway_1A,gemini-3.6-flash,E,No,Kidney_pathway_1A.o1-2024-12-17.txt,2,DK,Pathway,Kidney,Descriptive - information retrival
Kidney_pathway_1,2,B,Kidney_pathway_1A,claude-opus-5,B,No,Kidney_pathway_1A.o1-2024-12-17.txt,2,DK,Pathway,Kidney,Descriptive - information retrival
Kidney_pathway_1,2,B,Kidney_pathway_1A,o1-2024-12-17,A,Yes,Kidney_pathway_1A.gpt-5.6-sol.txt,2,DK,Pathway,Kidney,Descriptive - information retrival
Kidney_pathway_1,2,B,Kidney_pathway_1A,gpt-5.6-sol,A,No,Kidney_pathway_1A.gpt-5.6-sol.txt,2,DK,Pathway,Kidney,Descriptive - information retrival
Kidney_pathway_1,2,B,Kidney_pathway_1A,gemini-3.6-flash,E,Yes,Kidney_pathway_1A.gpt-5.6-sol.txt,2,DK,Pathway,Kidney,Descriptive - information retrival
Kidney_pathway_1,2,B,Kidney_pathway_1A,claude-opus-5,A,Yes,Kidney_pathway_1A.gpt-5.6-sol.txt,2,DK,Pathway,Kidney,Descriptive - information retrival
Kidney_pathway_1,2,B,Kidney_pathway_1A,o1-2024-12-17,E,No,Kidney_pathway_1A.gemini-3.6-flash.txt,2,DK,Pathway,Kidney,Descriptive - information retrival
Kidney_pathway_1,2,B,Kidney_pathway_1A,gpt-5.6-sol,A,No,Kidney_pathway_1A.gemini-3.6-flash.txt,2,DK,Pathway,Kidney,Descriptive - information retrival
Kidney_pathway_1,2,B,Kidney_pathway_1A,gemini-3.6-flash,B,No,Kidney_pathway_1A.gemini-3.6-flash.txt,2,DK,Pathway,Kidney,Descriptive - information retrival
Kidney_pathway_1,2,B,Kidney_pathway_1A,claude-opus-5,B,Yes,Kidney_pathway_1A.gemini-3.6-flash.txt,2,DK,Pathway,Kidney,Descriptive - information retrival
Kidney_pathway_1,2,B,Kidney_pathway_1A,o1-2024-12-17,E,No,Kidney_pathway_1A.claude-opus-5.txt,2,DK,Pathway,Kidney,Descriptive - information retrival
Kidney_pathway_1,2,B,Kidney_pathway_1A,gpt-5.6-sol,B,No,Kidney_pathway_1A.claude-opus-5.txt,2,DK,Pathway,Kidney,Descriptive - information retrival
Kidney_pathway_1,2,B,Kidney_pathway_1A,gemini-3.6-flash,E,Yes,Kidney_pathway_1A.claude-opus-5.txt,2,DK,Pathway,Kidney,Descriptive - information retrival
Kidney_pathway_1,2,B,Kidney_pathway_1A,claude-opus-5,A,Yes,Kidney_pathway_1A.claude-opus-5.txt,2,DK,Pathway,Kidney,Descriptive - information retrival
Kidney_pathway_1,2,B,Kidney_pathway_1A,o1-2024-12-17,E,Yes,Kidney_pathway_1A.o1-2024-12-17.txt,3,DK,Pathway,Kidney,Descriptive - information retrival
Kidney_pathway_1,2,B,Kidney_pathway_1A,gpt-5.6-sol,E,No,Kidney_pathway_1A.o1-2024-12-17.txt,3,DK,Pathway,Kidney,Descriptive - information retrival
Kidney_pathway_1,2,B,Kidney_pathway_1A,gemini-3.6-flash,E,No,Kidney_pathway_1A.o1-2024-12-17.txt,3,DK,Pathway,Kidney,Descriptive - information retrival
Kidney_pathway_1,2,B,Kidney_pathway_1A,claude-opus-5,B,No,Kidney_pathway_1A.o1-2024-12-17.txt,3,DK,Pathway,Kidney,Descriptive - information retrival
Kidney_pathway_1,2,B,Kidney_pathway_1A,o1-2024-12-17,E,No,Kidney_pathway_1A.gpt-5.6-sol.txt,3,DK,Pathway,Kidney,Descriptive - information retrival
Kidney_pathway_1,2,B,Kidney_pathway_1A,gpt-5.6-sol,A,No,Kidney_pathway_1A.gpt-5.6-sol.txt,3,DK,Pathway,Kidney,Descriptive - information retrival
Kidney_pathway_1,2,B,Kidney_pathway_1A,gemini-3.6-flash,E,Yes,Kidney_pathway_1A.gpt-5.6-sol.txt,3,DK,Pathway,Kidney,Descriptive - information retrival
Kidney_pathway_1,2,B,Kidney_pathway_1A,claude-opus-5,A,Yes,Kidney_pathway_1A.gpt-5.6-sol.txt,3,DK,Pathway,Kidney,Descriptive - information retrival
Kidney_pathway_1,2,B,Kidney_pathway_1A,o1-2024-12-17,E,Yes,Kidney_pathway_1A.gemini-3.6-flash.txt,3,DK,Pathway,Kidney,Descriptive - information retrival
Kidney_pathway_1,2,B,Kidney_pathway_1A,gpt-5.6-sol,A,No,Kidney_pathway_1A.gemini-3.6-flash.txt,3,DK,Pathway,Kidney,Descriptive - information retrival
